id,url,title,content,keyword,crawled_at,image_urls,Eng_title,Eng_Contents
1381806,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=10854519&page=1&inCafeSearch=true&searchBy=1&query=%EC%8A%A4%EC%BA%A0&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=1381806&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjEzODE4MDYsImlzc3VlZEF0IjoxNzUxOTQxNjg1MDg3LCJjYWZlSWQiOjEwODU0NTE5fQ.e1hYU50t5ncD0VSz4sVWuJ0109bt2XARSwD5aZD4-j0&where=search&referrerAllArticles=true,Ssn 유출 scam 스캠 사기 관련 credit 확인/freeze,"안녕하세요, 매번 글 남길때마다 도움 주시는 분들께 진심으로 감사드립니다.
제가 멍청하게 scam 문자를 받고 제 개인 정보를 입력했습니다( ssn last 4 digits 포함) 그리고 카드 정보 입력창으로 넘어갔는데, 그때 이상함을 감지해서 카드 정보는 입력하지 않고 창을 닫았는데요. (scam 내용은 MVA ticket 관련 문자 내용입니다... 받으신 분이 많으신거 같던데 전 멍청하게 그 링크로 들어갔네요... 필리핀 번호던데 하..ㅠㅠ) 이후 미준모 에서 정보를 열심히 찾고 읽어서 조치를 취하고 있는 상태입니다.
제가 여쭤보고 싶은거는,
4월 말쯤에 처음으로 credit card 를 만들고 사용한지 한달 조금 넘었는데, 혹시 지금쯤이면 credit 이 쌓였을까요?
어렵게 Transunion 에 가입을 하긴 했는데, credit 확인이 안되네요... Credit karma 는 제 이메일로 계정이 이미 가입되어있다고 나오길래 로그인을 하려고 해도 아래 사진처럼 정보가 없다고 나오네요;; 크레딧 확인이랑 freeze 하려고 해도 크레딧 정보가 안나와서 이래저래 어쩌지 못하는 상황인데 혹시 이럴때는 어떻게 해야하는지 아시는분 계실까요...ㅠㅠ
미리 정말 감사드립니다ㅠㅠ
제가 학생신분이라 다행이라면서 저보고 다들 너무 크게 심각하게 걱정한다고 그래가지고요... 지금은 한국이라 vpn 돌려가면서 알아보는 중인데, vpn 돌려도 한국이라 가입이 안되는건지 모르겠습니다...",스캠,2025-07-08 11:28:11,,SSN Leaked SCAM Scam Sagi Related Credit Confirmation/Freeze,"Hello, thank you for your help every time you leave.
I stupidly received a scam text and entered my personal information (including SSN Last 4 digits) and I went to the card information input window.(SCAM content is a text about MVA Ticket ... I think you have a lot of people, but I'm stupid in that link.
I want to ask you,
It's been a little longer than a month since I made a Credit Card for the first time by the end of April.
It's hard to join the transunion, but I can't check the Credit ... Credit Karma is already signed up by my email, so even if you try to log in, there is no information like the picture below;Even if you try to check the credit and freeze, the credit information doesn't come out, so you can't do this.
Thank you very much in advance.
I'm glad I'm a student, so I'm so seriously worried about it ... I'm looking for VPN because it's Korea."
1377727,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=10854519&page=1&inCafeSearch=true&searchBy=1&query=%EC%8A%A4%EC%BA%A0&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=1377727&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjEzNzc3MjcsImlzc3VlZEF0IjoxNzUxOTQyNDAzNDgzLCJjYWZlSWQiOjEwODU0NTE5fQ.TwDNf2orQ2L_wdh-W8TcYTFY2oh9l4jk-GIOLqR7W6I&where=search&referrerAllArticles=true,세금신고 스캠 의심 도와주세요,,스캠,2025-07-08 11:40:21,,Help suspicion of tax return scam,
1369299,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=10854519&page=1&inCafeSearch=true&searchBy=1&query=%EC%8A%A4%EC%BA%A0&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=1369299&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjEzNjkyOTksImlzc3VlZEF0IjoxNzUxOTQyODM3NjI0LCJjYWZlSWQiOjEwODU0NTE5fQ.6doy4NQBKV14j8hoMhq1_wgLP84WX02hRV1GbZAIB38&where=search&referrerAllArticles=true,"톨비요금 미납 경고문 내용도 없이 첨부파일만 문자로 왔는데,이것 100% 스캠일까요?고민끝에 문의드립니다.","2월에 통행료 내야하는 구간 이용한 기억이 전혀없는데,최근에 문자로 내용도 없이 첨부파일 PDF 형태로 이와같은 톨비 미납 경고문이 왔어요.그리고 15일내 미납요금 Pay Now 하라고 왔구요.이와 같은 문자 받아보신분 있을까요? 아니면 100% 사기 스캠일까요?",스캠,2025-07-08 11:47:45,,Only the attached file came in the text without any contents of the Tolbi fee.,"I don't have any memories of using the tolls in February, but I recently had a Tolby's unpaid warning in the form of an attached file PDF without a text, and I came to pay for the unpaid fee within 15 days.Or is it 100% fraudcam?"
1362066,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=10854519&page=1&inCafeSearch=true&searchBy=1&query=%EC%8A%A4%EC%BA%A0&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=1362066&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjEzNjIwNjYsImlzc3VlZEF0IjoxNzUxOTQzMzEyMTg3LCJjYWZlSWQiOjEwODU0NTE5fQ.ctwZ1YQZ5o8lmjM81bHDvfsEHpoNPEGwjLRluu94BX0&where=search&referrerAllArticles=true,USPS (우체국) 사칭 스캠 주의하세요.,,스캠,2025-07-08 11:55:35,,Please note that USPS (Post Office) impersonation scam.,
1362038,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=10854519&page=1&inCafeSearch=true&searchBy=1&query=%EC%8A%A4%EC%BA%A0&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=1362038&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjEzNjIwMzgsImlzc3VlZEF0IjoxNzUxOTQzNTUxNDg3LCJjYWZlSWQiOjEwODU0NTE5fQ.VSQye7m9QnFIC2Gwuxy-Ykj0UFZSrv4rz_yd0-ehR98&where=search&referrerAllArticles=true,미국의 스캠 메일(우편) - 도요타 워런티 사칭 주의,,스캠,2025-07-08 11:59:29,,American scammail (mail) -Toyota warranty impersonation,
1353863,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=10854519&page=1&inCafeSearch=true&searchBy=1&query=%EC%8A%A4%EC%BA%A0&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=1353863&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjEzNTM4NjMsImlzc3VlZEF0IjoxNzUxOTQzNjAzOTUyLCJjYWZlSWQiOjEwODU0NTE5fQ.-O-zj_Aq2fjCBcK6xD2NcwnJy3KSoHx0iGLwFNJ2Me0&where=search&referrerAllArticles=true,스캠 의심글 신고,,스캠,2025-07-08 12:00:22,,Report suspicion of scam,
1353391,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=10854519&page=1&inCafeSearch=true&searchBy=1&query=%EC%8A%A4%EC%BA%A0&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=1353391&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjEzNTMzOTEsImlzc3VlZEF0IjoxNzUxOTQzNjU1ODE1LCJjYWZlSWQiOjEwODU0NTE5fQ.jhk7GKwQBR4iCF8cF0jOS4u8a3thCNQFYSQiRlJs11o&where=search&referrerAllArticles=true,이거 스캠인가요..?,,스캠,2025-07-08 12:01:11,,Is this a scam?,
1348467,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=10854519&page=1&inCafeSearch=true&searchBy=1&query=%EC%8A%A4%EC%BA%A0&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=1348467&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjEzNDg0NjcsImlzc3VlZEF0IjoxNzUxOTQzNzA2ODc3LCJjYWZlSWQiOjEwODU0NTE5fQ.4PsNwZWMNkilrRueeIlPp-TLZlkMDJd29hEWisN1LpM&where=search&referrerAllArticles=true,"페이팔 스캠 메일사기 ,아마존 사기전화",,스캠,2025-07-08 12:02:04,,"PayPal Scam Mail Fraud, Amazon fraud phone",
1346647,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=10854519&page=1&inCafeSearch=true&searchBy=1&query=%EC%8A%A4%EC%BA%A0&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=1346647&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjEzNDY2NDcsImlzc3VlZEF0IjoxNzUxOTQzNzU4OTQzLCJjYWZlSWQiOjEwODU0NTE5fQ.pS5qNJo1Y9KTud38cRoXfRwZfhHNDwo4ns_92AJcPlw&where=search&referrerAllArticles=true,Wilber 편지 스캠?,,스캠,2025-07-08 12:02:54,,Wilber Letter Scam?,
1345012,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=10854519&page=1&inCafeSearch=true&searchBy=1&query=%EC%8A%A4%EC%BA%A0&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=1345012&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjEzNDUwMTIsImlzc3VlZEF0IjoxNzUxOTQzODA4MzkxLCJjYWZlSWQiOjEwODU0NTE5fQ.58UuNjgSefdrzUhm47pzPEnUq1UdpaYI15O2peJ7k0E&where=search&referrerAllArticles=true,usps 스캠일까요???,선편택배 받을게 있긴한데… 스캠일까요??ㅠㅠ,스캠,2025-07-08 12:03:39,,Is it USPS scam ???,There is something to receive a delivery delivery.Is it a scam ?? ㅠㅠ
