id,url,title,content,keyword,crawled_at,image_urls
1381806,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=10854519&page=1&inCafeSearch=true&searchBy=1&query=%EC%8A%A4%EC%BA%A0&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=1381806&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjEzODE4MDYsImlzc3VlZEF0IjoxNzUxOTQxNjg1MDg3LCJjYWZlSWQiOjEwODU0NTE5fQ.e1hYU50t5ncD0VSz4sVWuJ0109bt2XARSwD5aZD4-j0&where=search&referrerAllArticles=true,Ssn 유출 scam 스캠 사기 관련 credit 확인/freeze,"안녕하세요, 매번 글 남길때마다 도움 주시는 분들께 진심으로 감사드립니다.
제가 멍청하게 scam 문자를 받고 제 개인 정보를 입력했습니다( ssn last 4 digits 포함) 그리고 카드 정보 입력창으로 넘어갔는데, 그때 이상함을 감지해서 카드 정보는 입력하지 않고 창을 닫았는데요. (scam 내용은 MVA ticket 관련 문자 내용입니다... 받으신 분이 많으신거 같던데 전 멍청하게 그 링크로 들어갔네요... 필리핀 번호던데 하..ㅠㅠ) 이후 미준모 에서 정보를 열심히 찾고 읽어서 조치를 취하고 있는 상태입니다.
제가 여쭤보고 싶은거는,
4월 말쯤에 처음으로 credit card 를 만들고 사용한지 한달 조금 넘었는데, 혹시 지금쯤이면 credit 이 쌓였을까요?
어렵게 Transunion 에 가입을 하긴 했는데, credit 확인이 안되네요... Credit karma 는 제 이메일로 계정이 이미 가입되어있다고 나오길래 로그인을 하려고 해도 아래 사진처럼 정보가 없다고 나오네요;; 크레딧 확인이랑 freeze 하려고 해도 크레딧 정보가 안나와서 이래저래 어쩌지 못하는 상황인데 혹시 이럴때는 어떻게 해야하는지 아시는분 계실까요...ㅠㅠ
미리 정말 감사드립니다ㅠㅠ
제가 학생신분이라 다행이라면서 저보고 다들 너무 크게 심각하게 걱정한다고 그래가지고요... 지금은 한국이라 vpn 돌려가면서 알아보는 중인데, vpn 돌려도 한국이라 가입이 안되는건지 모르겠습니다...",스캠,2025-07-08 11:28:11,
1369299,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=10854519&page=1&inCafeSearch=true&searchBy=1&query=%EC%8A%A4%EC%BA%A0&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=1369299&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjEzNjkyOTksImlzc3VlZEF0IjoxNzUxOTQyODM3NjI0LCJjYWZlSWQiOjEwODU0NTE5fQ.6doy4NQBKV14j8hoMhq1_wgLP84WX02hRV1GbZAIB38&where=search&referrerAllArticles=true,"톨비요금 미납 경고문 내용도 없이 첨부파일만 문자로 왔는데,이것 100% 스캠일까요?고민끝에 문의드립니다.","2월에 통행료 내야하는 구간 이용한 기억이 전혀없는데,최근에 문자로 내용도 없이 첨부파일 PDF 형태로 이와같은 톨비 미납 경고문이 왔어요.그리고 15일내 미납요금 Pay Now 하라고 왔구요.이와 같은 문자 받아보신분 있을까요? 아니면 100% 사기 스캠일까요?",스캠,2025-07-08 11:47:45,
1345012,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=10854519&page=1&inCafeSearch=true&searchBy=1&query=%EC%8A%A4%EC%BA%A0&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=1345012&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjEzNDUwMTIsImlzc3VlZEF0IjoxNzUxOTQzODA4MzkxLCJjYWZlSWQiOjEwODU0NTE5fQ.58UuNjgSefdrzUhm47pzPEnUq1UdpaYI15O2peJ7k0E&where=search&referrerAllArticles=true,usps 스캠일까요???,선편택배 받을게 있긴한데… 스캠일까요??ㅠㅠ,스캠,2025-07-08 12:03:39,
1315988,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=10854519&page=1&inCafeSearch=true&searchBy=1&query=%EC%8A%A4%EC%BA%A0&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=1315988&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjEzMTU5ODgsImlzc3VlZEF0IjoxNzUxOTQzODU0MTg5LCJjYWZlSWQiOjEwODU0NTE5fQ.Rbmt6CtvBVYyWYjmTIiZ___9zXPhxtNMkZ6jqz7ryxY&where=search&referrerAllArticles=true,모기지 리파이낸싱(Mortagage Refinancing) 후 스캠 우편 후기,"22년~24년에 주택 구매하신 분들은 체감하시겠지만, Fed 의 기준 이율 조정에 따라 모기지론 이자율이 널뛰고 있어요.
저도 고금리 기간에 7% 넘는 이자율로 모기지론을 내다가, 24년에 첫 금리 인하 이후 모기지 리파이낸싱을 진행했습니다.
아무래도 첫 대출을 받는 것은 아니다보니 경험치가 쌓였는지 정말 수월~하게 진행이 되었습니다.
다만, 현지 특성상 행정 업무 처리가 무척이나 느리다는 것도 많이들 경험하셨을 거에요...
분명 저의 lender 와는 모든 서류 작업도 마쳤고 closing fee 도 모두 결제한 후에도,
저의 모기지론 서비스 웹사이트에서는 리파이낸싱 모기지론이 확인되기까지 약 2주가 소요되었습니다.
문제는, 리파이낸싱을 위한 credit check 였어요. 첫번째 soft pull 이후, 스팸 전화 및 스캠 레터에 꽤나 시달렸습니다..
먼저, 약 한 달 간 하루에 30통 넘는 스팸 전화에 시달려야했습니다.
최근 크레딧 체크 했던데 집을 사느냐, 파느냐, 신규 대출이냐 재대출이냐, 우리가 최고의 모기지론 이율을 주겠다, ......... 으아
이때의 한 달 이후 모르는 번호로 오는 전화는 무조건 한 번 안받습니다;
다행히 저와 진행하셨던 분들은 전화를 안받아도 보이스 메일을 잘 남겨주셨습니다..
(찐 볼 일로 전화 주신 분들께는 죄송하지만, 보이스 메일이 남지 않는 전화들은 98% 스팸 전화들이 아니었을까 생각합니다;;)
스팸 전화 웨이브가 지나고 나니, 이제는 집으로 우편이 날라오기 시작합니다.
그것도 ""Immedate Action Required"" 문구나 ""Last Call"" 같은 제목으로요.
마치 제가 유틸비 밀리고 밀리다가 정말 끊기기 직전에 날아오는 청구서같은 제목입니다 -_-;;
그 안에는 이번에 진행한 리파이낸싱 모기지론 관련 정보와 함께 아래 문구가 적혀있었습니다.
저는 리파이낸싱이 잘 마무리된 것이 맞나...? 불안한 느낌을 받았습니다. 이유는,
- Closing Fee 결제 후에도 저의 모기지론 정보에 리파이낸싱한 론 정보가 몇주간 나타나지 않았음 (모기지론 번호를 몰랐던 상황)
- 레터에 적힌 모기지 정보가 정확함 (모기지론 번호를 제외한 금액, 클로징 날짜, 저의 lender, etc)
- 한동안 스팸 전화에 시달려 모르는 번호의 콜을 대다수 패스함;
당시 회사 일로 너무 정신이 없어 '담주에 전화해봐야지' 하고 3~4번의 레터를 무시하고 넘겼습니다.
첫번째, 두번째 레터는 ""아 맞다 immediate 라고 했는데 ㅠ"" 했지만,
세번, 네번째 레터까지 오자 조금 이상한 느낌이 들었습니다.
""전화를 바로 계속 안하고 있는데.. 이렇게 final call letter 만 계속 보내는 것도 정상은 아니군"" 의 생각이었죠.
그렇게 시간이 흐르고 흘러, 리파이낸싱 모기지론 정보도 모기지론 서비스 웹사이트에서 확인되는 때가 왔고..
찝찝한 마음에 버리지 못했던 저 레터의 모기지론 번호와 모기지론 서비스 웹사이트의 번호를 비교해보게 됩니다.
역시나....... 두 번호는 서로 달랐고, 이후 구글링해보니 많이들 당하는 스캠 레터라는 것을 알 수 있었습니다.
순진하게 저 번호로 전화하면 그 때부터 다시,
집을 사느냐, 파느냐, 이율 얼마에 받았냐, 우리가 더 잘 줄게, 스팸 전화가 시작되는 것이었죠^-^...
바빠서 신경 못쓰고 넘기고 넘기고 넘긴 것이 신의 한 수 였다고 생각합니다...
(물론 정말 문제가 있는 상황이었다면 지금 집에 앉아 편하게 이 글을 작성할 수 없었겠습니다ㅋㅋ)
혹여나 모기지론 혹은 기타 금융 상품을 구매하시고,
이름 등의 정보가 꽤나 정확해 바로 전화해봐야 할 것 같이 생긴 저런 레터를 받으시더라도 꼭 무시하시기 바랍니다.
(레터 아래 작은 글씨이지만 information obatined through public records"" 입니다, 어디서 제 개인 정보가 팔렸는지 알기 어렵습니다 ㅠㅜㅠㅜㅠ)
24년 한 해 Holiday Season 도 즐겁게 보내시길 바라며 글을 마치겠습니다!",스캠,2025-07-08 12:04:23,
1315957,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=10854519&page=1&inCafeSearch=true&searchBy=1&query=%EC%8A%A4%EC%BA%A0&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=1315957&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjEzMTU5NTcsImlzc3VlZEF0IjoxNzUxOTQzODk1ODYxLCJjYWZlSWQiOjEwODU0NTE5fQ.bxilA-B8lpv-yzlz9GCz2weYK2Wk4d43i-84Se4jR7I&where=search&referrerAllArticles=true,이거 스캠이죠~?,"페이스북 보다가 홀라당 페이팔로 결재 했어요~
사고보니 아무래도 이상해서 찾아보니 스캠같은데
페이팔 어플 깔로 취소하려고 보니 판매자한테
연락해서 취소하라 나오는데 그냥 취소는 안될까요?
페이팔로 제 카드 번호등 입력하고 결재했는데 비번을
몰라도 다른 피해가 발생할까요? 아니면 저 물건 산것만
뜯기고 마는걸까요~? T-T",스캠,2025-07-08 12:05:05,
1310899,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=10854519&page=1&inCafeSearch=true&searchBy=1&query=%EC%8A%A4%EC%BA%A0&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=1310899&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjEzMTA4OTksImlzc3VlZEF0IjoxNzUxOTQzOTQwOTM3LCJjYWZlSWQiOjEwODU0NTE5fQ.LjtHl-s6nrXTkckrC0Tjohrt26tav7cIkyQ53DiWGT0&where=search&referrerAllArticles=true,usps 스캠에 당했네요... 하 미치겠어요,"usps 문자 보고 메일 올 것도 있지만 그래도 혹시나 싶어서 사이트 들어가서 위에 마크 눌러보니 오피셜 사이트로 연결돼서 의심 안하고 남편 카드번호랑 어제밤ㅁ에 입력했는데...특별한 결제내역 없어서 안심하고 있다가 남편 폰으로 애플페이 등록했다는 연락이 왔다네요..
카드를 카드번호만 알고 애플페이 등록을 할 수 있나요?
남편한테 미안해서 미쳐버리겠어요 미국이 밤시간이라 전화도 안되고 일단 카드는 멈추긴 했는데 온라인 결제는 취소가 안되지 않나요",스캠,2025-07-08 12:05:50,
1307138,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=10854519&page=1&inCafeSearch=true&searchBy=1&query=%EC%8A%A4%EC%BA%A0&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=1307138&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjEzMDcxMzgsImlzc3VlZEF0IjoxNzUxOTQ0MDM2MTIxLCJjYWZlSWQiOjEwODU0NTE5fQ.y28-z0g9_VOxhmCZPA8FGM13ANEbIjP6Hjv8T5VsKU8&where=search&referrerAllArticles=true,USPS 스캠 ㅠ,,스캠,2025-07-08 12:07:32,
1299855,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=10854519&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%8A%A4%EC%BA%A0&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=1299855&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjEyOTk4NTUsImlzc3VlZEF0IjoxNzUxOTQ4MTI2NjMxLCJjYWZlSWQiOjEwODU0NTE5fQ.tDTvTEFkCnKDlpXsJn6fXN57AWmy2e1_864pQkaB9LY&where=search&referrerAllArticles=true,스캠 당한 후 재발급된 신용카드로 또 스캠 당했어요,,스캠,2025-07-08 13:15:52,
1294034,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=10854519&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%8A%A4%EC%BA%A0&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=1294034&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjEyOTQwMzQsImlzc3VlZEF0IjoxNzUxOTQ4MTkwMjA5LCJjYWZlSWQiOjEwODU0NTE5fQ.vUGras-fUerc9QDkUPI8v5qtUCUfgdCMSFY-q9DnYqQ&where=search&referrerAllArticles=true,이거 스캠이죠?,,스캠,2025-07-08 13:16:52,
1292275,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=10854519&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%8A%A4%EC%BA%A0&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=1292275&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjEyOTIyNzUsImlzc3VlZEF0IjoxNzUxOTQ4MjQ2OTczLCJjYWZlSWQiOjEwODU0NTE5fQ.b6ks5Vs35vVb736TQA0LgHEydZhEdM4MF_p0GyqFOn8&where=search&referrerAllArticles=true,USPS 스캠문자가 이렇게도 오네요?,,스캠,2025-07-08 13:17:49,
